HGNC ID	Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:10488	S100A11		S100C	NM_005620	6282
HGNC:10489	S100A12		p6, MRP6, CGRP, CAAF1, CAGC, ENRAGE	NM_005621	6283
HGNC:1049	BICD1			NM_001714	636
HGNC:10490	S100A13			NM_005979	6284
HGNC:10491	S100A11P1	S100A14, S100A11P			729659
HGNC:10492	S100A2	S100L	CAN19	NM_005978	6273
HGNC:10493	S100A3	S100E		NM_002960	6274
HGNC:10494	S100A4	MTS1, CAPL	P9KA, 18A2, PEL98, 42A, FSP1	NM_002961	6275
HGNC:10495	S100A5	S100D		NM_002962	6276
HGNC:10496	S100A6	CACY	2A9, PRA, CABP	NM_014624	6277
HGNC:10497	S100A7	PSOR1	S100A7c	NM_002963	6278
HGNC:10498	S100A8	CAGA, CFAG	P8, MRP8, 60B8AG, CGLA	NM_002964	6279
HGNC:10499	S100A9	CAGB, CFAG	P14, MIF, NIF, LIAG, MRP14, MAC387, 60B8AG, CGLB	NM_002965	6280
HGNC:105	CNNM4	ACDP4	KIAA1592	NM_020184	26504
HGNC:1050	BID			NM_197966	637
HGNC:10500	S100B		S100beta	NM_006272	6285
HGNC:10504	S100P			NM_005980	6286
HGNC:10505	S11				6267
HGNC:10506	S12				6268
HGNC:10509	S7		SA7-2		6264
HGNC:1051	BIK		NBK	NM_001197	638
HGNC:10512	SAA@		SAA		6287
HGNC:10513	SAA1	SAA	PIG4, TP53I4	NM_199161	6288
HGNC:10514	SAA2			NM_030754	6289
HGNC:10515	SAA3P	SAA3			6290
HGNC:10516	SAA4		C-SAA, CSAA	NM_006512	6291
HGNC:10518	VPS52	SACM2L	ARE1	NM_022553	6293
HGNC:10519	SACS		ARSACS, KIAA0730, DKFZp686B15167, DNAJC29, SPAX6, PPP1R138	NM_014363	26278
HGNC:1052	BIN1	AMPHL	SH3P9, AMPH2	NM_139343	274
HGNC:10520	SAFB		HET, SAFB1		6294
HGNC:10521	SAG		ARRESTIN, RP47	NM_000541	6295
HGNC:10522	ACSM3	SAH	SA	NM_005622	6296
HGNC:10523	SAI1				6298
HGNC:10524	SALL1	TBS	Hsal1, ZNF794	NM_002968	6299
HGNC:10525	SALL1P1	SALL1P		NG_009881	139163
HGNC:10526	SALL2		KIAA0360, Hsal2, ZNF795	NM_005407	6297
HGNC:10527	SALL3		ZNF796	NM_171999	27164
HGNC:10528	SAMSN1		NASH1, SASH2, SH3D6B, HACS1, SLy2		64092
HGNC:1053	BIN2		BRAP-1		51411
HGNC:10530	SAP18		SAP18p, 2HOR0202, MGC27131	NM_005870	10284
HGNC:10532	SAP30			NM_003864	8819
HGNC:10534	SAR1A	SARA1	SAR1, Sara		56681
HGNC:10535	SAR1B	SARA2		NM_016103	51128
HGNC:10536	SARDH	DMGDHL1	SDH		1757
HGNC:10537	SARS		SERS	NM_006513	6301
HGNC:10538	SART1		Ara1, Snu66, SNRNP110		9092
HGNC:10539	TSPAN31	SAS			6302
HGNC:1054	BIN3				55909
HGNC:10540	SAT1	SAT	SSAT	NM_002970	6303
HGNC:10541	SATB1			NM_001131010	6304
HGNC:10542	SBF1		MTMR5, DENND7A		6305
HGNC:10545	MSMO1	SC4MOL	DESP4, ERG25	NM_006745	6307
HGNC:10546	SC4MOP		DESP4P1	NG_001194	6308
HGNC:10547	SC5D	SC5DL		NM_001024956	6309
HGNC:10548	ATXN1	SCA1	D6S504E, ATX1	NM_000332	6310
HGNC:10549	ATXN10	SCA10	E46L, FLJ37990	NM_013236	25814
HGNC:1055	BLCAP		BC10	NM_006698	10904
HGNC:10555	ATXN2	SCA2, TNRC13	ATX2	NM_002973	6311
HGNC:10560	ATXN7	SCA7	OPCA3, ADCAII	NM_000333	6314
HGNC:10561	ATXN8OS	SCA8, KLHL1AS	NCRNA00003	NR_002717	6315
HGNC:10563	SCAMP1		SCAMP37	NM_004866	9522
HGNC:10564	SCAMP2			NM_005697	10066
HGNC:10565	SCAMP3	C1orf3		NM_005698	10067
HGNC:10566	SCAND1		SDP1, RAZ1	NM_016558	51282
HGNC:10567	SCAND2P	SCAND2		NR_003654	54581
HGNC:10569	SERPINB3	SCC, SCCA1	T4-A, HsT1196	NM_006919	6317
HGNC:1057	BLK		MGC10442		640
HGNC:10570	SERPINB4	SCCA2	PI11, LEUPIN, SCCA-2, SCCA1	NM_175041	6318
HGNC:10571	SCD	SCDOS	FADS5	NM_005063	6319
HGNC:10572	SCDP1	SCDP			645313
HGNC:10573	SCEL		FLJ21667, MGC22531	NM_144777	8796
HGNC:10575	SCG2		CHGC, SgII, SN	NM_003469	7857
HGNC:10576	CLEC11A	SCGF	P47, LSLCL, CLECSF3	NM_002975	6320
HGNC:10577	STMN2	SCGN10	SCG10	NM_007029	11075
HGNC:1058	BLM		BS, RECQL3, RECQ2		641
HGNC:10580	SCML1			NM_006746	6322
HGNC:10581	SCML2			NM_006089	10389
HGNC:10582	SCN10A		Nav1.8, hPN3, SNS, PN3	NM_006514	6336
HGNC:10583	SCN11A	SCN12A	Nav1.9, NaN, SNS-2	NM_014139	11280
HGNC:10585	SCN1A	SCN1, FEB3	Nav1.1, GEFSP2, HBSCI, NAC1, SMEI	NM_006920	6323
HGNC:10586	SCN1B				6324
HGNC:10588	SCN2A	SCN2A1, SCN2A2	Nav1.2, HBSCII, HBSCI	NM_021007	6326
HGNC:10589	SCN2B			NM_004588	6327
HGNC:1059	BLMH		BH	NM_000386	642
HGNC:10590	SCN3A		Nav1.3	NM_006922	6328
HGNC:10591	SCN4A	HYKPP	Nav1.4, HYPP, SkM1	NM_000334	6329
HGNC:10592	SCN4B		LQT10		6330
HGNC:10593	SCN5A	CMD1E	Nav1.5, LQT3, HB1, HBBD, PFHB1, IVF, HB2, HH1, SSS1, CDCD2, CMPD2, ICCD	NM_198056	6331
HGNC:10594	SCN7A	SCN6A	Nav2.1, Nav2.2, NaG		6332
HGNC:10596	SCN8A	MED	Nav1.6, NaCh6, PN4, CerIII	NM_014191	6334
HGNC:10597	SCN9A		Nav1.7, PN1, NE-NA, NENA, ETHA	NM_002977	6335
HGNC:10599	SCNN1A	SCNN1	ENaCalpha		6337
HGNC:1060	CXCR5	BLR1	MDR15, CD185	NM_001716	643
HGNC:10600	SCNN1B		ENaCbeta		6338
HGNC:10601	SCNN1D		ENaCdelta, dNaCh	NM_002978	6339
HGNC:10602	SCNN1G		ENaCgamma, SCNEG	NM_001039	6340
HGNC:10603	SCO1	SCOD1		NM_004589	6341
HGNC:10604	SCO2	MYP6	SCO1L	NM_005138	9997
HGNC:10606	SCP2			NM_002979	6342
HGNC:10607	SCT			NM_021920	6343
HGNC:10608	SCTR				6344
HGNC:10609	CCL1	SCYA1	I-309, TCA3, P500, SISe	NM_002981	6346
HGNC:10610	CCL11	SCYA11	eotaxin, MGC22554	NM_002986	6356
HGNC:10611	CCL13	SCYA13	MCP-4, NCC-1, SCYL1, CKb10, MGC17134	NM_005408	6357
HGNC:10612	CCL14	SCYA14	HCC-1, HCC-3, NCC-2, SCYL2, CKb1, MCIF	NM_032962	6358
HGNC:10613	CCL15	SCYA15	HCC-2, NCC-3, SCYL3, MIP-5, Lkn-1, MIP-1d, HMRP-2B	NM_004167	6359
HGNC:10614	CCL16	SCYA16	NCC-4, SCYL4, LEC, HCC-4, LMC, LCC-1, CKb12, Mtn-1	NM_004590	6360
HGNC:10615	CCL17	SCYA17	TARC, ABCD-2	NM_002987	6361
HGNC:10616	CCL18	SCYA18	DC-CK1, PARC, AMAC-1, DCCK1, MIP-4, CKb7	NM_002988	6362
HGNC:10617	CCL19	SCYA19	ELC, MIP-3b, exodus-3, CKb11	NM_006274	6363
HGNC:10618	CCL2	SCYA2	MCP1, MCP-1, MCAF, SMC-CF, GDCF-2, HC11, MGC9434	NM_002982	6347
HGNC:10619	CCL20	SCYA20	LARC, MIP-3a, exodus-1, ST38, CKb4	NM_004591	6364
HGNC:1062	BLVRA	BLVR		NM_000712	644
HGNC:10620	CCL21	SCYA21	SLC, exodus-2, TCA4, CKb9, 6Ckine, ECL	NM_002989	6366
HGNC:10621	CCL22	SCYA22	MDC, STCP-1, ABCD-1, DC/B-CK, A-152E5.1, MGC34554	NM_002990	6367
HGNC:10622	CCL23	SCYA23	Ckb-8, MPIF-1, MIP-3, CKb8	NM_005064, NM_145898	6368
HGNC:10623	CCL24	SCYA24	Ckb-6, MPIF-2, eotaxin-2, MPIF2	NM_002991	6369
HGNC:10624	CCL25	SCYA25	TECK, Ckb15	NM_005624	6370
HGNC:10625	CCL26	SCYA26	MIP-4alpha, eotaxin-3, IMAC, MIP-4a, TSC-1	NM_006072	10344
HGNC:10626	CCL27	SCYA27	ALP, ILC, CTACK, skinkine, ESkine, PESKY, CTAK	NM_006664	10850
HGNC:10627	CCL3	SCYA3	G0S19-1, LD78ALPHA, MIP-1-alpha	NM_002983	6348
HGNC:10628	CCL3L1	D17S1718, SCYA3L, SCYA3L1	G0S19-2, LD78BETA	NM_021006	6349
HGNC:10629	CCL3P1	SCYA3L2, CCL3L2	LD78gamma	NG_004113	390788
HGNC:1063	BLVRB	FLR	SDR43U1		645
HGNC:10630	CCL4	LAG1, SCYA4	MIP-1-beta, Act-2, AT744.1	NM_002984	6351
HGNC:10631	CCL4L1	SCYA4L, CCL4L	AT744.2, LAG-1	NM_001001435	388372
HGNC:10632	CCL5	D17S136E, SCYA5	RANTES, SISd, TCP228, MGC17164	NM_002985	6352
HGNC:10634	CCL7	SCYA6, SCYA7	MCP-3, NC28, FIC, MARC, MCP3	NM_006273	6354
HGNC:10635	CCL8	SCYA8	MCP-2, HC14	NM_005623	6355
HGNC:10637	CXCL10	INP10, SCYB10	IFI10, IP-10, crg-2, mob-1, C7, gIP-10		3627
HGNC:10638	CXCL11	SCYB9B, SCYB11	H174, b-R1, I-TAC, IP-9		6373
HGNC:10639	CXCL13	SCYB13	BLC, BCA-1, BLR1L, ANGIE, ANGIE2		10563
HGNC:10640	CXCL14	SCYB14	BRAK, NJAC, bolekine, Kec, MIP-2g, BMAC, KS1	NM_004887	9547
HGNC:10641	CXCL1P	SCYB1P	MGSAP, GROP, GRO1P	NG_001275	50612
HGNC:10642	CXCL5	SCYB5	ENA-78	NM_002994	6374
HGNC:10643	CXCL6	SCYB6	GCP-2, CKA-3	NM_002993	6372
HGNC:10645	XCL1	LTN, SCYC1	LPTN, ATAC, SCM-1a, SCM-1, lymphotactin	NM_002995	6375
HGNC:10646	XCL2	SCYC2	SCM-1b	NM_003175	6846
HGNC:10647	CX3CL1	SCYD1	NTN, C3Xkine, ABCD-3, CXC3C, CXC3, fractalkine, neurotactin	NM_002996	6376
HGNC:10648	AIMP1	SCYE1	EMAPII, EMAP-2, p43	NM_004757	9255
HGNC:10649	SCZD1				6377
HGNC:1065	BLZF1		JEM-1	NM_003666	8548
HGNC:10650	SCZD2				6378
HGNC:10651	SCZD3				6365
HGNC:10652	SCZD4				
HGNC:10653	SCZD5				
HGNC:10654	SCZD6				8400
HGNC:10655	SCZD7				8401
HGNC:10656	SCZD8				8806
HGNC:10658	SDC1	SDC	CD138, syndecan, SYND1	NM_001006946	6382
HGNC:10659	SDC2	HSPG, HSPG1	fibroglycan, SYND2, CD362	NM_002998	6383
HGNC:1066	BMI1	PCGF4	RNF51	NM_005180	648
HGNC:10660	SDC3		N-syndecan, SYND3	NM_014654	9672
HGNC:10661	SDC4		SYND4, amphiglycan, ryudocan	NM_002999	6385
HGNC:10662	SDCBP		SYCL	NM_005625	6386
HGNC:10663	NEMF	SDCCAG1	NY-CO-1, FLJ10051	NM_004713	9147
HGNC:10664	CWC27	SDCCAG10	NY-CO-10	NM_005869	10283
HGNC:10665	UTP14A	SDCCAG16	NY-CO-16	NM_006649	10813
HGNC:10666	STARD10	SDCCAG28	NY-CO-28, CGI-52, PCTP2		10809
HGNC:10667	SDCCAG3		NY-CO-3	NM_006643	10807
HGNC:10668	NOXA1	SDCCAG31	NY-CO-31, FLJ25475		10811
HGNC:10669	TSHZ1	SDCCAG33	NY-CO-33, TSH1	NM_005786	10194
HGNC:1067	BMP1	PCOLC		NM_006132	649
HGNC:10671	SDCCAG8		NY-CO-8, CCCAP, SLSN7, NPHP10, BBS16	NM_006642	10806
HGNC:10672	CXCL12	SDF1A, SDF1B, SDF1	SCYB12, SDF-1a, SDF-1b, PBSF, TLSF-a, TLSF-b, TPAR1	NM_000609	6387
HGNC:10675	SDF2			NM_006923	6388
HGNC:10676	SDF2L1		AP000553.C22.4, OTTHUMT00000075032	NM_022044	23753
HGNC:1068	BMP15		GDF9B	NM_005448	9210
HGNC:10680	SDHA	SDH2	FP, SDHF	NM_004168	6389
HGNC:10681	SDHB	SDH1, SDH		NM_003000	6390
HGNC:10682	SDHC	PGL3		NM_003001	6391
HGNC:10683	SDHD	PGL, PGL1		NM_003002	6392
HGNC:10684	SDHDP1				100289186
HGNC:10685	SDHDP2			NG_009407	647081
HGNC:10686	SDHDP3				29771
HGNC:10687	SDHDP4				29770
HGNC:10688	SDHDP5				29769
HGNC:10689	SDHDP6				29768
HGNC:1069	BMP2	BMP2A			650
HGNC:10690	SDPR		SDR, PS-p68, cavin-2, CAVIN2	NM_004657	8436
HGNC:10691	SDS		SDH	NM_006843	10993
HGNC:10695	SEA				6395
HGNC:10696	EXOC5	SEC10L1	SEC10, SEC10P	NM_006544	10640
HGNC:10697	SEC13	D3S1231E, SEC13L1	SEC13R, npp-20		6396
HGNC:10698	SEC14L1	SEC14L	PRELID4A	NM_003003	6397
HGNC:10699	SEC14L2	C22orf6	TAP, SPF, KIAA1186, KIAA1658	NM_012429	23541
HGNC:1070	BMP3				651
HGNC:10700	SEC22B	SEC22L1	sec22b, ERS-24	NM_004892	9554
HGNC:10701	SEC23A				10484
HGNC:10702	SEC23B	CDAN2	CDA-II, CDAII, HEMPAS		10483
HGNC:10703	SEC24A				10802
HGNC:10704	SEC24B				10427
HGNC:10705	SEC24C		KIAA0079		9632
HGNC:10706	SEC24D		KIAA0755		9871
HGNC:10707	SECTM1		K12	NM_003004	6398
HGNC:1071	BMP4	BMP2B		NM_001202	652
HGNC:10710	TRAPPC2P1	SEDLP	SEDLP1		10597
HGNC:10711	TRAPPC2P2	SEDLP2		NG_005354	27196
HGNC:10712	TRAPPC2P3	SEDLP3		NG_004636.1	27195
HGNC:10713	TRAPPC2P4	SEDLP4		NG_004755.2	27194
HGNC:10714	TRAPPC2P5	SEDLP5		NG_004755.2	27193
HGNC:10715	TRAPPC2P6	SEDLP6			27192
HGNC:10716	TRAPPC2P7	SEDLP7		NG_004636.1	392597
HGNC:10717	SEL1L		IBD2, SEL1L1	NM_005065	6400
HGNC:10718	SELE	ELAM1, ELAM	ESEL, CD62E	NM_000450	6401
HGNC:10719	SELENBP1		hSP56, hSBP, LPSB		8991
HGNC:1072	BMP5				653
HGNC:10720	SELL	LYAM1, LNHR	LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L	NM_000655	6402
HGNC:10721	SELP	GRMP	CD62, PSEL, PADGEM, GMP140, CD62P	NM_003005	6403
HGNC:10722	SELPLG		PSGL-1, CD162		6404
HGNC:10723	SEMA3A	SEMAD	SEMA1, SemD, coll-1, Hsema-I	NM_006080	10371
HGNC:10724	SEMA3B	SEMAA	SemA, semaV, LUCA-1, sema5	NM_001005914	7869
HGNC:10725	SEMA3C	SEMAE	SemE	NM_006379	10512
HGNC:10726	SEMA3D		coll-2, Sema-Z2	NM_152754	223117
HGNC:10727	SEMA3E	SEMAH	M-SemaK, KIAA0331, coll-5	NM_012431	9723
HGNC:10728	SEMA3F		SEMAK, Sema4	NM_004186	6405
HGNC:10729	SEMA4A	SEMAB	SemB, FLJ12287, CORD10	NM_022367	64218
HGNC:1073	BMP6	VGR	VGR1	NM_001718	654
HGNC:10730	SEMA4B	SEMAC	SemC, KIAA1745, MGC131831	NM_198925	10509
HGNC:10731	SEMA4C	SEMAI	Semacl1, Semaf	NM_017789	54910
HGNC:10732	SEMA4D	SEMAJ, C9orf164	CD100, coll-4, FLJ39737	NM_006378	10507
HGNC:10734	SEMA4F	SEMAM	SEMAW	NM_004263	10505
HGNC:10735	SEMA4G		FLJ20590, KIAA1619		57715
HGNC:10736	SEMA5A	SEMAF	semF		9037
HGNC:10737	SEMA5B	SEMAG	SemG, KIAA1445, FLJ10372	NM_001031702	54437
HGNC:10738	SEMA6A	SEMAQ	KIAA1368, SEMA6A1, SEMA, HT018	NM_020796	57556
HGNC:10739	SEMA6B	SEMAN	semaZ, SEMA-VIB, SEM-SEMA-Y	NM_032108	10501
HGNC:1074	BMP7		OP-1		655
HGNC:10740	SEMA6C		KIAA1869	NM_030913	10500
HGNC:10741	SEMA7A	SEMAL	H-Sema-L, CD108	NM_003612	8482
HGNC:10742	SEMG1	SEMG	CT103	NM_003007	6406
HGNC:10743	SEMG2		SGII	NM_003008	6407
HGNC:10745	SEN2				6409
HGNC:10746	SEN3				6410
HGNC:10747	SEN6				6411
HGNC:10748	SEN6A				6412
HGNC:10749	SEN6B				6413
HGNC:1075	BMP8B	BMP8	OP-2	NM_001720	656
HGNC:10750	SEPT3	SEP3		NM_145734	55964
HGNC:10751	SEPP1		SeP	NM_005410	6414
HGNC:10752	SEPW1		selW	NM_003009	6415
HGNC:10753	SEPW1P				23679
HGNC:10755	SERF1A	SERF1	H4F5, 4F5, FAM2A, SMAM1	NM_021967	8293
HGNC:10756	SERF1B		FAM2B, H4F5C	NM_022978	728492
HGNC:10757	SERF2		H4F5rel, 4F5REL, FAM2C, HsT17089	NM_005770	10169
HGNC:10759	SERP1		RAMP4, FLJ43424	NM_014445	27230
HGNC:1076	BMPR1A	ACVRLK3	ALK3, CD292	NM_004329	657
HGNC:10760	SET		PHAPII, 2PP2A, IPP2A2	NM_001122821	6418
HGNC:10761	SETDB1		KG1T, KIAA0067, ESET, KMT1E, TDRD21		9869
HGNC:10762	SETMAR		metnase	NM_006515	6419
HGNC:10763	SEZ6L				23544
HGNC:10765	SF3A1		SF3a120, SAP114, PRPF21, Prp21	NM_005877	10291
HGNC:10766	SF3A2		SF3a66, SAP62, PRPF11, Prp11		8175
HGNC:10767	SF3A3		SF3a60, SAP61, PRP9, PRPF9	NM_006802	10946
HGNC:10768	SF3B1		SAP155, SF3b155, PRPF10, Prp10, Hsh155		23451
HGNC:10769	SF3B2		SAP145, SF3b1, Cus1, SF3b145		10992
HGNC:1077	BMPR1B		ALK6, CDw293	NM_001203	658
HGNC:10770	SF3B3		SAP130, SF3b130, RSE1, KIAA0017	NM_012426	23450
HGNC:10771	SF3B4		SAP49, SF3b49, Hsh49	NM_005850	10262
HGNC:10773	SFN		YWHAS	NM_006142	2810
HGNC:10774	SFPQ		PSF, PPP1R140	NM_005066	6421
HGNC:10775	SFPQP1	SFPQP			23758
HGNC:10776	SFRP1		SARP2, FRP, FRP-1	NM_003012	6422
HGNC:10777	SFRP2		SARP1, SDF-5, FRP-2		6423
HGNC:10778	SFRP4		frpHE, FRP-4, FRPHE	NM_003014	6424
HGNC:10779	SFRP5		SARP3	NM_003015	6425
HGNC:1078	BMPR2	PPH1	BRK-3, T-ALK, BMPR3, BMPR-II	NM_001204	659
HGNC:10780	SRSF1	SFRS1	ASF, SF2, SRp30a, SF2p33, MGC5228	NM_006924	6426
HGNC:10781	TRA2B	SFRS10	Htra2-beta, PPP1R156	NM_004593	6434
HGNC:10782	SRSF11	SFRS11	p54, NET2	NM_004768	9295
HGNC:10783	SRSF2	SFRS2	SC-35, SC35, PR264, SFRS2A	NM_003016	6427
HGNC:10784	SCAF11	SFRS2IP, SRSF2IP	SIP1, SRRP129, CASP11	NM_004719	9169
HGNC:10785	SRSF3	SFRS3	SRp20	NM_003017	6428
HGNC:10786	SRSF4	SFRS4	SRP75	NM_005626	6429
HGNC:10787	SRSF5	SFRS5	SRP40, HRS	NM_001039465	6430
HGNC:10788	SRSF6	SFRS6	SRP55, B52	NM_006275	6431
HGNC:10789	SRSF7	SFRS7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20	NM_001031684	6432
HGNC:1079	BMX		ETK, PSCTK3	NM_001721	660
HGNC:10790	SFSWAP	SFRS8	SWAP	NM_004592	6433
HGNC:10791	SRSF9	SFRS9	SRp30c	NM_003769	8683
HGNC:10792	SRSF9P1	SFRS9P1		NG_000902	54021
HGNC:10798	SFTPA1	SFTP1	SP-A, SP-A1, COLEC4	NM_005411	653509
HGNC:10799	SFTPA2		SP-A2, COLEC5	NM_001098668	729238
HGNC:108	ACHE	YT		NM_015831	43
HGNC:1080	POLR3D	BN51T	TSBN51, RPC4	NM_001722	661
HGNC:10800	SFTPA3P	SFTPP1, SFTPAP1	COLEC6		100288405
HGNC:10801	SFTPB	SFTP3	SP-B	NM_198843	6439
HGNC:10802	SFTPC	SFTP2	SP-C, PSP-C, SMDP2, BRICD6	NM_003018	6440
HGNC:10803	SFTPD	SFTP4	SP-D, COLEC7		6441
HGNC:10805	SGCA	ADL	SCARMD1, LGMD2D, adhalin, DMDA2, A2	NM_000023	6442
HGNC:10806	SGCB	LGMD2E	SGC, A3b		6443
HGNC:10807	SGCD		DAGD, LGMD2F, CMD1L		6444
HGNC:10808	SGCE	DYT11			8910
HGNC:10809	SGCG	DMDA1, MAM, LGMD2C	SCARMD2, DAGA4, SCG3, DMDA, TYPE, A4, MGC130048	NM_000231	6445
HGNC:1081	BNC1	BNC	HsT19447	NM_001717	646
HGNC:10810	SGK1	SGK			6446
HGNC:10812	SGK3	SGK2, SGKL			23678
HGNC:10816	SCG5	SGNE1	7B2, SgV	NM_003020	6447
HGNC:10817	SGPL1		SPL	NM_003901	8879
HGNC:10818	SGSH		HSS, MPS3A, SFMD	NM_000199	6448
HGNC:10819	SGTA	SGT		NM_003021	6449
HGNC:1082	BNIP1		Nip1, SEC20	NM_013979	662
HGNC:10820	SH2D1A	IMD5, LYP	XLP, MTCP1, DSHP, XLPD, EBVS, SAP	NM_002351	4068
HGNC:10821	SH2D2A		TSAd, F2771	NM_003975	9047
HGNC:10822	SH3BGR		21-GARP	NM_007341	6450
HGNC:10823	SH3BGRL		MGC117402	NM_003022	6451
HGNC:10824	SH3BP1		ARHGAP43	NM_018957	23616
HGNC:10825	SH3BP2		RES4-23, CRBM	NM_003023	6452
HGNC:10826	SH3BP4				23677
HGNC:10827	SH3BP5		Sab	NM_004844	9467
HGNC:1083	BNIP2		Nip2, BNIP-2	NM_004330	663
HGNC:10830	SH3GL1		SH3P8, SH3D2B, CNSA1, EEN, MGC111371	NM_003025	6455
HGNC:10831	SH3GL2		SH3P4, SH3D2A, CNSA2, EEN-B1	NM_003026	6456
HGNC:10832	SH3GL3		SH3D2C, SH3P13, CNSA3, EEN-B2, HsT19371	NM_003027	6457
HGNC:10833	SH3GLB1		CGI-61, KIAA0491, Bif-1, PPP1R70	NM_016009	51100
HGNC:10834	SH3GLB2		KIAA1848		56904
HGNC:10835	SH3GL1P1	SH3GLP1	CNSA-P1	NG_006135.2	6458
HGNC:10836	SH3GL1P2	SH3GLP2	CNSA-P2		6459
HGNC:10837	SH3GL1P3	SH3GLP3	CNSA-P3		727736
HGNC:10838	SHB				6461
HGNC:10839	SHBG		ABP, TEBG, MGC126834, MGC138391	NM_001040	6462
HGNC:1084	BNIP3		Nip3		664
HGNC:10840	SHC1	SHC	p66	NM_183001	6464
HGNC:10841	SHC1P1			NG_001195	6465
HGNC:10842	SHC1P2	SHCL1		NG_004765	6466
HGNC:10845	SHFM1	SHFD1	DSS1, Shfdg1, ECD, SEM1, SHSF1	NM_006304	7979
HGNC:10846	SHFM2	SHFD2	SHSF2		6463
HGNC:10847	FBXW4	SHFM3	Fbw4, dactylin	NM_022039	6468
HGNC:10848	SHH	HPE3, HLP3	HHG1, SMMCI, TPT, TPTPS, MCOPCB5	NM_000193	6469
HGNC:1085	BNIP3L		Nix, BNIP3a	NM_004331	665
HGNC:10850	SHMT1		CSHMT, SHMT, MGC15229, MGC24556	NM_004169	6470
HGNC:10851	SHMT1P1	SHMT1P		NG_002289	6471
HGNC:10852	SHMT2	SHMT		NM_005412	6472
HGNC:10853	SHOX		PHOG, GCFX, SS, SHOXY	NM_000451	6473
HGNC:10854	SHOX2		SHOT, OG12X, OG12		6474
HGNC:10856	SI			NM_001041	6476
HGNC:10857	SIAH1		hSIAH1		6477
HGNC:10858	SIAH2			NM_005067	6478
HGNC:10860	ST6GAL1	SIAT1		NM_173216	6480
HGNC:10861	ST6GAL2	SIAT2	KIAA1877, St6gal2, St6GalII	NM_032528	84620
HGNC:10862	ST3GAL1	SIAT4A	ST3O, SIATFL, ST3GalA.1	NM_003033	6482
HGNC:10863	ST3GAL2	SIAT4B	ST3GALII, ST3GalA.2	NM_006927	6483
HGNC:10864	ST3GAL4	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867	NM_006278	6484
HGNC:10866	ST3GAL3	SIAT6, MRT12		NM_174963	6487
HGNC:10867	ST6GALNAC2	SIAT7, SIAT7B, SIATL1	ST6GalNAII, STHM	NM_006456	10610
HGNC:10869	ST8SIA1	SIAT8, SIAT8A		NM_003034	6489
HGNC:1087	BOK		BCL2L9, BOKL, MGC4631	NM_032515	666
HGNC:10870	ST8SIA2	SIAT8B	STX, ST8SIA-II, HsT19690	NM_006011	8128
HGNC:10871	ST8SIA4	SIAT8D	PST, PST1	NM_005668	7903
HGNC:10872	ST3GAL5	SIAT9	ST3GalV, SIATGM3S	NM_003896	8869
HGNC:10874	SIGLEC5	CD33L2	OB-BP2, SIGLEC-5, CD170	NM_003830	8778
HGNC:10875	SIGLEC6	CD33L, CD33L1	OB-BP1, SIGLEC-6, CD327	NM_001245	946
HGNC:10876	SIGLEC7	SIGLEC19P, SIGLECP2	SIGLEC-7, p75/AIRM1, QA79, CD328	NM_016543	27036
HGNC:10877	SIGLEC8		SIGLEC-8, SAF2, SIGLEC8L, MGC59785	NM_014442	27181
HGNC:10878	SIGLEC9		CD329	NM_014441	27180
HGNC:10879	STIL	SIL	MCPH7	NM_003035	6491
HGNC:10880	PMEL	SIL, SILV	D12S53E, SI, Pmel17, gp100	NM_006928	6490
HGNC:10882	SIM1		bHLHe14	NM_005068	6492
HGNC:10883	SIM2	SIM	MGC119447, bHLHe15	NM_009586	6493
HGNC:10884	GEMIN2	SIP1			8487
HGNC:10885	SIPA1		SPA1	NM_006747	6494
HGNC:10886	SIRT2	SIR2L			22933
HGNC:10887	SIX1	DFNA23			6495
HGNC:10888	SIX2				10736
HGNC:10889	SIX3	HPE2		NM_005413	6496
HGNC:10890	SIX4		AREC3		51804
HGNC:10891	SIX5	DMAHP		NM_175875	147912
HGNC:10892	SIX6	OPTX2	Six9		4990
HGNC:10894	PRMT5	HRMT1L5, SKB1	SKB1Hs		10419
HGNC:10895	VPS4B	SKD1	VPS4-2, SKD1B	NM_004869	9525
HGNC:10896	SKI			NM_003036	6497
HGNC:10897	SKIL		SNO, SnoN, SnoA	NM_005414	6498
HGNC:10898	SKIV2L	SKIV2	HLP, DDX13, SKI2W, 170A		6499
HGNC:10899	SKP1	SKP1A	EMC19, OCP2, TCEB1L, MGC34403, OCP-II, p19A	NM_170679	6500
HGNC:1090	DST	BPAG1	BP240, KIAA0728, FLJ21489, FLJ13425, FLJ32235, FLJ30627, CATX-15, BPA, MACF2	NM_001723	667
HGNC:10900	SKP1P2	SKP1B	p19B		728622
HGNC:10901	SKP2		FBXL1, FBL1, p45	NM_005983	6502
HGNC:10902	SLA		SLA1		6503
HGNC:10903	SLAMF1	SLAM	CD150		6504
HGNC:10904	SLBP		HBP	NM_006527	7884
HGNC:10905	SLC10A1		NTCP		6554
HGNC:10906	SLC10A2	ASBT, ISBT			6555
